varos,sorszam,valasztokorzet,lista,szavazatok,fidesz_aranya_valasztokorben,fidesz_aranya_teruleten,fidesz_aranya_diff,helyi_megjelentek_szama,atjelentkezett_megjelentek_szama,atjelentkezettek_aranya
"Vép",001,"Vép - 001",FIDESZ-KDNP,296,69.3208430913349,66.278626581891,3.0422165094439,429,18,4.02684563758389
Szentendre,007,"Szentendre - 007",FIDESZ-KDNP,339,47.5455820476858,44.5040435903282,3.04153845735759,718,0,0.0
"Pécs",063,"Pécs - 063",FIDESZ-KDNP,237,41.5061295971979,38.4655803319637,3.0405492652342,577,0,0.0
Debrecen,088,"Debrecen - 088",FIDESZ-KDNP,392,51.9205298013245,48.8831492940873,3.03738050723718,758,0,0.0
Taksony,001,"Taksony - 001",FIDESZ-KDNP,214,43.6734693877551,40.6365837676646,3.03688562009051,496,0,0.0
"Budapest III. kerület",090,"Budapest III. kerület - 090",FIDESZ-KDNP,237,39.9662731871838,36.9315427352004,3.03473045198338,596,0,0.0
"Nagyszénás",002,"Nagyszénás - 002",FIDESZ-KDNP,405,50.9433962264151,47.913101222199,3.0302950042161,809,0,0.0
Szajol,001,"Szajol - 001",FIDESZ-KDNP,243,45.7627118644068,42.7332894534974,3.02942241090935,534,0,0.0
Encsencs,002,"Encsencs - 002",FIDESZ-KDNP,332,75.4545454545455,72.4260679079956,3.02847754654984,462,0,0.0
"Veresegyház",001,"Veresegyház - 001",FIDESZ-KDNP,240,45.8015267175573,42.7747188305684,3.0268078869889,527,0,0.0
"Lepsény",002,"Lepsény - 002",FIDESZ-KDNP,340,62.5,59.4754570984704,3.02454290152964,552,0,0.0
"Budapest II. kerület",028,"Budapest II. kerület - 028",FIDESZ-KDNP,258,44.0273037542662,41.0033079897931,3.02399576447309,588,0,0.0
"Budapest XIII. kerület",055,"Budapest XIII. kerület - 055",FIDESZ-KDNP,222,34.3122102009274,31.2903254193305,3.02188478159683,653,0,0.0
"Zagyvarékas",005,"Zagyvarékas - 005",FIDESZ-KDNP,168,56.7567567567568,53.7368874686474,3.01986928810931,296,0,0.0
"Uraiújfalu",001,"Uraiújfalu - 001",FIDESZ-KDNP,142,57.258064516129,54.2387883556255,3.01927616050354,250,7,2.72373540856031
"Budapest X. kerület",058,"Budapest X. kerület - 058",FIDESZ-KDNP,176,41.8052256532066,38.7879054710566,3.01732018215004,422,0,0.0
Eger,022,"Eger - 022",FIDESZ-KDNP,390,46.8187274909964,43.8019274245268,3.01680006646957,835,0,0.0
"Mosonmagyaróvár",012,"Mosonmagyaróvár - 012",FIDESZ-KDNP,271,50.3717472118959,47.3554704431333,3.01627676876262,541,0,0.0
Sopron,007,"Sopron - 007",FIDESZ-KDNP,417,53.6679536679537,50.6537473205367,3.014206347417,786,0,0.0
Pap,002,"Pap - 002",FIDESZ-KDNP,283,64.172335600907,61.160614480534,3.01172112037303,449,4,0.883002207505519
"Békéscsaba",050,"Békéscsaba - 050",FIDESZ-KDNP,278,47.5213675213675,44.5120268825262,3.00934063884129,604,0,0.0
Szombathely,001,"Szombathely - 001",FIDESZ-KDNP,370,52.7065527065527,49.6984379629394,3.00811474361328,711,0,0.0
"Hódmezővásárhely",033,"Hódmezővásárhely - 033",FIDESZ-KDNP,298,52.1891418563923,49.1820473129461,3.00709454344617,580,0,0.0
Zalaegerszeg,031,"Zalaegerszeg - 031",FIDESZ-KDNP,232,52.4886877828054,49.4820238141564,3.00666396864905,444,0,0.0
"Farád",002,"Farád - 002",FIDESZ-KDNP,425,73.6568457538995,70.6519522887145,3.00489346518502,580,10,1.69491525423729
Mindszent,004,"Mindszent - 004",FIDESZ-KDNP,341,55.718954248366,52.714448536,3.00450571236604,626,0,0.0
"Budapest XX. kerület",015,"Budapest XX. kerület - 015",FIDESZ-KDNP,186,41.9864559819413,38.9829052982452,3.00355068369612,446,0,0.0
"Pápa",014,"Pápa - 014",FIDESZ-KDNP,286,55.9686888454012,52.9664006621331,3.00228818326804,511,0,0.0
"Nagyatád",001,"Nagyatád - 001",FIDESZ-KDNP,61,42.0689655172414,39.0670107354091,3.00195478183223,147,0,0.0
"Cibakháza",001,"Cibakháza - 001",FIDESZ-KDNP,325,60.5214152700186,57.5206843365752,3.00073093344346,551,0,0.0
"Mályi",001,"Mályi - 001",FIDESZ-KDNP,204,43.2203389830509,40.2199144707842,3.00042451226665,475,0,0.0
"Dunaföldvár",003,"Dunaföldvár - 003",FIDESZ-KDNP,289,55.899419729207,52.9035425011306,2.99587722807636,520,0,0.0
Zomba,001,"Zomba - 001",FIDESZ-KDNP,274,56.3786008230453,53.3839871522844,2.99461367076082,491,11,2.19123505976096
"Budapest XVIII. kerület",049,"Budapest XVIII. kerület - 049",FIDESZ-KDNP,318,42.0634920634921,39.069729526465,2.9937625370271,771,0,0.0
Kiskunmajsa,007,"Kiskunmajsa - 007",FIDESZ-KDNP,396,64.4951140065147,61.5084554560709,2.9866585504438,621,0,0.0
"Budapest IX. kerület",031,"Budapest IX. kerület - 031",FIDESZ-KDNP,197,40.6185567010309,37.6332935320301,2.98526316900082,493,0,0.0
"Maglód",001,"Maglód - 001",FIDESZ-KDNP,397,47.3747016706444,44.3903147288598,2.98438694178454,847,0,0.0
"Pécs",058,"Pécs - 058",FIDESZ-KDNP,223,41.4498141263941,38.4655803319637,2.98423379443036,544,0,0.0
"Székesfehérvár",084,"Székesfehérvár - 084",FIDESZ-KDNP,225,50.1113585746102,47.1295567163719,2.98180185823831,454,0,0.0
"Budapest XXI. kerület",057,"Budapest XXI. kerület - 057",FIDESZ-KDNP,227,40.5357142857143,37.554331361675,2.98138292403924,562,0,0.0
"Veszprém",006,"Veszprém - 006",FIDESZ-KDNP,284,47.1760797342193,44.1965513687109,2.97952836550832,604,0,0.0
"Békéscsaba",059,"Békéscsaba - 059",FIDESZ-KDNP,189,47.4874371859297,44.5120268825262,2.97541030340343,399,0,0.0
"Taszár",002,"Taszár - 002",FIDESZ-KDNP,208,39.0977443609023,36.1244641658792,2.97328019502308,534,19,3.43580470162749
Debrecen,092,"Debrecen - 092",FIDESZ-KDNP,461,51.8560179977503,48.8831492940873,2.97286870366296,896,0,0.0
"Budapest XIII. kerület",027,"Budapest XIII. kerület - 027",FIDESZ-KDNP,197,34.2608695652174,31.2903254193305,2.97054414588687,579,0,0.0
"Öcsöd",002,"Öcsöd - 002",FIDESZ-KDNP,203,57.5070821529745,54.5374095803333,2.96967257264123,361,0,0.0
"Budapest VII. kerület",026,"Budapest VII. kerület - 026",FIDESZ-KDNP,279,39.9713467048711,37.0039777058329,2.96736899903816,703,0,0.0
Tolna,013,"Tolna - 013",FIDESZ-KDNP,205,53.8057742782152,50.8388361768368,2.96693810137845,385,0,0.0
"Kisbér",003,"Kisbér - 003",FIDESZ-KDNP,289,59.2213114754098,56.2585949042193,2.96271657119051,492,0,0.0
"Csongrád",006,"Csongrád - 006",FIDESZ-KDNP,295,59.4758064516129,56.5131747937255,2.96263165788744,504,0,0.0
"Budakalász",002,"Budakalász - 002",FIDESZ-KDNP,345,48.2517482517483,45.2912497723295,2.96049847941875,719,0,0.0
"Székesfehérvár",065,"Székesfehérvár - 065",FIDESZ-KDNP,283,50.0884955752212,47.1295567163719,2.95893885884931,567,0,0.0
Baja,001,"Baja - 001",FIDESZ-KDNP,346,51.7964071856287,48.837788243307,2.95861894232177,669,0,0.0
"Pécs",039,"Pécs - 039",FIDESZ-KDNP,198,41.4225941422594,38.4655803319637,2.95701381029572,481,0,0.0
"Abaújszántó",003,"Abaújszántó - 003",FIDESZ-KDNP,233,50.0,47.0434327577185,2.95656724228153,475,34,6.67976424361493
"Ikrény",001,"Ikrény - 001",FIDESZ-KDNP,292,52.5179856115108,49.5665363260649,2.95144928544591,559,20,3.45423143350604
"Budapest XII. kerület",003,"Budapest XII. kerület - 003",FIDESZ-KDNP,171,45.4787234042553,42.5293651757483,2.94935822850699,376,0,0.0
"Budapest VII. kerület",024,"Budapest VII. kerület - 024",FIDESZ-KDNP,326,39.9509803921569,37.0039777058329,2.94700268632396,822,0,0.0
"Budapest XX. kerület",010,"Budapest XX. kerület - 010",FIDESZ-KDNP,213,41.9291338582677,38.9829052982452,2.94622856002252,508,0,0.0
Debrecen,033,"Debrecen - 033",FIDESZ-KDNP,383,51.8267929634641,48.8831492940873,2.94364366937683,744,0,0.0
Zirc,004,"Zirc - 004",FIDESZ-KDNP,277,51.4869888475836,48.5435469301485,2.94344191743513,542,0,0.0
Szombathely,004,"Szombathely - 004",FIDESZ-KDNP,369,52.6390870185449,49.6984379629394,2.9406490556055,703,0,0.0
"Nyírtura",002,"Nyírtura - 002",FIDESZ-KDNP,254,46.605504587156,43.665225641126,2.94027894603001,554,9,1.59857904085258
"Heréd",001,"Heréd - 001",FIDESZ-KDNP,327,56.0891938250429,53.1491994229817,2.93999440206119,586,0,0.0
"Budapest XIII. kerület",050,"Budapest XIII. kerület - 050",FIDESZ-KDNP,255,34.2281879194631,31.2903254193305,2.93786250013256,749,0,0.0
Paks,015,"Paks - 015",FIDESZ-KDNP,340,55.5555555555556,52.6180978937345,2.93745766182104,619,0,0.0
"Pécs",065,"Pécs - 065",FIDESZ-KDNP,183,41.4027149321267,38.4655803319637,2.937134600163,446,0,0.0
"Kiskőrös",011,"Kiskőrös - 011",FIDESZ-KDNP,369,65.8928571428571,62.9570544854559,2.93580265740127,566,0,0.0
Miskolc,123,"Miskolc - 123",FIDESZ-KDNP,181,42.789598108747,39.8552204069502,2.93437770179686,427,0,0.0
"Budapest X. kerület",015,"Budapest X. kerület - 015",FIDESZ-KDNP,194,41.7204301075269,38.7879054710566,2.93252463647027,469,0,0.0
"Gyulaháza",001,"Gyulaháza - 001",FIDESZ-KDNP,292,62.6609442060086,59.7285303554315,2.93241385057711,487,15,2.98804780876494
"Budapest XVII. kerület",031,"Budapest XVII. kerület - 031",FIDESZ-KDNP,299,43.2080924855491,40.2786003966702,2.92949208887895,698,0,0.0
"Budapest II. kerület",015,"Budapest II. kerület - 015",FIDESZ-KDNP,286,43.9324116743472,41.0033079897931,2.92910368455403,655,0,0.0
Kiskunhalas,029,"Kiskunhalas - 029",FIDESZ-KDNP,298,58.203125,55.2770603392265,2.92606466077353,520,0,0.0
"Tatabánya",051,"Tatabánya - 051",FIDESZ-KDNP,218,42.7450980392157,39.8195746882563,2.92552335095939,512,0,0.0
Debrecen,007,"Debrecen - 007",FIDESZ-KDNP,516,51.8072289156626,48.8831492940873,2.92407962157533,1012,0,0.0
"Pécs",106,"Pécs - 106",FIDESZ-KDNP,197,41.3865546218487,38.4655803319637,2.92097428988505,479,0,0.0
"Veszprém",018,"Veszprém - 018",FIDESZ-KDNP,245,47.1153846153846,44.1965513687109,2.91883324667366,522,0,0.0
"Győr",038,"Győr - 038",FIDESZ-KDNP,304,52.1440823327616,49.2317990574674,2.91228327529418,590,0,0.0
"Dombóvár",015,"Dombóvár - 015",FIDESZ-KDNP,254,53.5864978902954,50.6788559222575,2.90764196803788,474,0,0.0
Szada,003,"Szada - 003",FIDESZ-KDNP,474,51.409978308026,48.5039518417505,2.90602646627552,931,0,0.0
Tiszaroff,001,"Tiszaroff - 001",FIDESZ-KDNP,215,57.0291777188329,54.1243449569774,2.90483276185547,387,12,3.00751879699248
"Helvécia",002,"Helvécia - 002",FIDESZ-KDNP,509,62.2249388753056,59.3208590714078,2.90407980389786,821,29,3.41176470588235
"Budapest I. kerület",001,"Budapest I. kerület - 001",FIDESZ-KDNP,382,45.6391875746714,42.7376948734678,2.90149270120369,845,0,0.0
"Püspökladány",010,"Püspökladány - 010",FIDESZ-KDNP,245,51.9067796610169,49.0053965386525,2.90138312236448,476,0,0.0
"Balatonkeresztúr",002,"Balatonkeresztúr - 002",FIDESZ-KDNP,205,50.1222493887531,47.2214810418153,2.90076834693778,410,41,9.09090909090909
"Budapest XXIII. kerület",012,"Budapest XXIII. kerület - 012",FIDESZ-KDNP,229,41.1870503597122,38.2873827633797,2.89966759633254,562,0,0.0
"Nyékládháza",005,"Nyékládháza - 005",FIDESZ-KDNP,261,45.7894736842105,42.8909079691664,2.89856571504409,573,0,0.0
"Budapest XII. kerület",049,"Budapest XII. kerület - 049",FIDESZ-KDNP,308,45.4277286135693,42.5293651757483,2.898363437821,680,0,0.0
Gomba,001,"Gomba - 001",FIDESZ-KDNP,396,55.076495132128,52.1796953357976,2.89679979633039,723,36,4.74308300395257
"Sajóvámos",002,"Sajóvámos - 002",FIDESZ-KDNP,298,52.7433628318584,49.8477934422883,2.89556938957006,567,0,0.0
"Budapest III. kerület",080,"Budapest III. kerület - 080",FIDESZ-KDNP,276,39.8268398268398,36.9315427352004,2.8952970916394,694,0,0.0
"Fehérgyarmat",001,"Fehérgyarmat - 001",FIDESZ-KDNP,379,57.078313253012,54.1855146678722,2.89279858513984,666,0,0.0
"Körösladány",001,"Körösladány - 001",FIDESZ-KDNP,321,61.4942528735632,58.6052866378089,2.88896623575432,526,0,0.0
"Csömör",003,"Csömör - 003",FIDESZ-KDNP,333,43.8735177865613,40.984618026491,2.88889976007025,766,0,0.0
"Pécs",034,"Pécs - 034",FIDESZ-KDNP,220,41.3533834586466,38.4655803319637,2.88780312668292,534,0,0.0
"Füzesgyarmat",002,"Füzesgyarmat - 002",FIDESZ-KDNP,273,46.9879518072289,44.1003170573537,2.88763474987523,586,0,0.0
"Göd",002,"Göd - 002",FIDESZ-KDNP,296,44.7806354009077,41.8931721619941,2.88746323891364,670,0,0.0
"Budapest XVIII. kerület",035,"Budapest XVIII. kerület - 035",FIDESZ-KDNP,279,41.9548872180451,39.069729526465,2.88515769158014,670,0,0.0
Sopron,029,"Sopron - 029",FIDESZ-KDNP,469,53.5388127853881,50.6537473205367,2.88506546485146,883,0,0.0
Szihalom,001,"Szihalom - 001",FIDESZ-KDNP,262,51.6765285996055,48.8057439745995,2.87078462500601,510,0,0.0
Debrecen,008,"Debrecen - 008",FIDESZ-KDNP,517,51.7517517517518,48.8831492940873,2.86860245766444,1010,0,0.0
Paks,007,"Paks - 007",FIDESZ-KDNP,440,55.4854981084489,52.6180978937345,2.86740021471441,795,0,0.0
"Pomáz",004,"Pomáz - 004",FIDESZ-KDNP,203,47.877358490566,45.0101034174261,2.86725507313996,425,0,0.0
"Komádi",005,"Komádi - 005",FIDESZ-KDNP,202,60.8433734939759,57.9784449263714,2.86492856760454,333,0,0.0
"Tiszasüly",001,"Tiszasüly - 001",FIDESZ-KDNP,254,62.7160493827161,59.8563182067164,2.85973117599966,410,0,0.0
"Kiskunfélegyháza",020,"Kiskunfélegyháza - 020",FIDESZ-KDNP,307,58.4761904761905,55.6199403540016,2.85625012218885,528,0,0.0
"Budapest IV. kerület",056,"Budapest IV. kerület - 056",FIDESZ-KDNP,302,38.9175257731959,36.0669015020653,2.85062427113061,788,0,0.0
"Túrkeve",010,"Túrkeve - 010",FIDESZ-KDNP,232,55.2380952380952,52.3886538629004,2.84944137519489,434,0,0.0
Szeged,415,"Szeged - 415",FIDESZ-KDNP,315,40.3846153846154,37.5377626896143,2.84685269500107,790,0,0.0
"Budapest XVI. kerület",043,"Budapest XVI. kerület - 043",FIDESZ-KDNP,346,44.5302445302445,41.6850912149879,2.84515331525658,781,0,0.0
"Pápa",030,"Pápa - 030",FIDESZ-KDNP,346,55.8064516129032,52.9664006621331,2.84005095077011,626,0,0.0
"Berettyóújfalu",015,"Berettyóújfalu - 015",FIDESZ-KDNP,237,51.8599562363239,49.0217605279555,2.8381957083683,461,0,0.0
"Monorierdő",004,"Monorierdő - 004",FIDESZ-KDNP,308,48.6571879936809,45.8196906419859,2.83749735169496,637,0,0.0
"Záhony",002,"Záhony - 002",FIDESZ-KDNP,243,37.8504672897196,35.0173332233613,2.83313406635836,653,31,4.53216374269006
Albertirsa,003,"Albertirsa - 003",FIDESZ-KDNP,202,51.3994910941476,48.5737813429777,2.82570975116986,396,0,0.0
Gyula,001,"Gyula - 001",FIDESZ-KDNP,392,48.0981595092025,45.2752402886019,2.82291922060054,821,0,0.0
"Orosháza",018,"Orosháza - 018",FIDESZ-KDNP,173,49.2877492877493,46.4674101018872,2.82033918586208,356,0,0.0
Zirc,006,"Zirc - 006",FIDESZ-KDNP,264,51.3618677042802,48.5435469301485,2.81832077413164,520,0,0.0
"Budapest II. kerület",067,"Budapest II. kerület - 067",FIDESZ-KDNP,273,43.8202247191011,41.0033079897931,2.816916729308,627,0,0.0
"Vác",010,"Vác - 010",FIDESZ-KDNP,331,49.6996996996997,46.8876635682735,2.81203613142623,669,0,0.0
Miskolc,072,"Miskolc - 072",FIDESZ-KDNP,224,42.6666666666667,39.8552204069502,2.81144625971649,528,0,0.0
"Körmend",009,"Körmend - 009",FIDESZ-KDNP,359,65.5109489051095,62.7008125093017,2.81013639580781,555,0,0.0
"Halásztelek",003,"Halásztelek - 003",FIDESZ-KDNP,320,45.1339915373766,42.3250754495487,2.80891608782793,716,0,0.0
"Kótaj",002,"Kótaj - 002",FIDESZ-KDNP,379,55.4904831625183,52.6818662759292,2.80861688658908,688,0,0.0
Tiszatelek,002,"Tiszatelek - 002",FIDESZ-KDNP,183,56.656346749226,53.8544891640867,2.80185758513932,327,0,0.0
Szombathely,034,"Szombathely - 034",FIDESZ-KDNP,336,52.5,49.6984379629394,2.80156203706056,652,0,0.0
Nagycserkesz,001,"Nagycserkesz - 001",FIDESZ-KDNP,329,64.5098039215686,61.7103469740387,2.79945694752998,513,7,1.34615384615385
Paks,006,"Paks - 006",FIDESZ-KDNP,394,55.4149085794655,52.6180978937345,2.79681068573102,717,0,0.0
"Budapest XIX. kerület",044,"Budapest XIX. kerület - 044",FIDESZ-KDNP,290,40.0552486187845,37.2585724391263,2.79667617965822,730,0,0.0
"Budapest XVII. kerület",046,"Budapest XVII. kerület - 046",FIDESZ-KDNP,339,43.0749682337992,40.2786003966702,2.79636783712906,789,0,0.0
Szentes,009,"Szentes - 009",FIDESZ-KDNP,260,54.3933054393305,51.5969728044414,2.79633263488918,485,0,0.0
Csorna,001,"Csorna - 001",FIDESZ-KDNP,545,65.2694610778443,62.4772453315242,2.79221574632014,839,0,0.0
"Budapest VII. kerület",003,"Budapest VII. kerület - 003",FIDESZ-KDNP,195,39.7959183673469,37.0039777058329,2.79194066151403,496,0,0.0
"Dunaújváros",019,"Dunaújváros - 019",FIDESZ-KDNP,206,39.922480620155,37.1331949547494,2.78928566540565,520,0,0.0
"Alsóörs",002,"Alsóörs - 002",FIDESZ-KDNP,291,57.6237623762376,54.8357719731017,2.78799040313588,508,0,0.0
"Budapest XI. kerület",045,"Budapest XI. kerület - 045",FIDESZ-KDNP,306,42.9172510518934,40.1311278606996,2.78612319119382,719,0,0.0
"Nagykáta",011,"Nagykáta - 011",FIDESZ-KDNP,250,55.6792873051225,52.8935693901009,2.78571791502161,453,0,0.0
Miskolc,024,"Miskolc - 024",FIDESZ-KDNP,252,42.6395939086294,39.8552204069502,2.78437350167926,598,0,0.0
"Vác",021,"Vác - 021",FIDESZ-KDNP,377,49.6706192358366,46.8876635682735,2.78295566756316,766,0,0.0
"Tiszapüspöki",001,"Tiszapüspöki - 001",FIDESZ-KDNP,210,54.8302872062663,52.0474965443096,2.78279066195669,388,0,0.0
Szeged,211,"Szeged - 211",FIDESZ-KDNP,204,40.3162055335968,37.5377626896143,2.77844284398252,510,0,0.0
"Dunaújváros",029,"Dunaújváros - 029",FIDESZ-KDNP,180,39.9113082039911,37.1331949547494,2.77811324924175,454,0,0.0
"Öttömös",002,"Öttömös - 002",FIDESZ-KDNP,45,55.5555555555556,52.7777777777778,2.77777777777778,82,0,0.0
"Gyöngyössolymos",001,"Gyöngyössolymos - 001",FIDESZ-KDNP,219,44.6028513238289,41.8276575732945,2.7751937505344,506,35,6.46950092421442
"Budapest XIV. kerület",070,"Budapest XIV. kerület - 070",FIDESZ-KDNP,333,38.4083044982699,35.6335037559549,2.77480074231495,871,0,0.0
"Budapest XIII. kerület",073,"Budapest XIII. kerület - 073",FIDESZ-KDNP,280,34.0632603406326,31.2903254193305,2.77293492130208,833,0,0.0
Tapolca,001,"Tapolca - 001",FIDESZ-KDNP,314,48.6068111455108,45.83468857246,2.77212257305085,651,0,0.0
"Pomáz",010,"Pomáz - 010",FIDESZ-KDNP,280,47.7815699658703,45.0101034174261,2.77146654844422,591,0,0.0
"Budapest IX. kerület",019,"Budapest IX. kerület - 019",FIDESZ-KDNP,240,40.4040404040404,37.6332935320301,2.7707468720103,594,0,0.0
"Hajdúszoboszló",007,"Hajdúszoboszló - 007",FIDESZ-KDNP,267,52.3529411764706,49.5824628219754,2.77047835449522,512,0,0.0
"Budapest XII. kerület",024,"Budapest XII. kerület - 024",FIDESZ-KDNP,212,45.2991452991453,42.5293651757483,2.76978012339698,484,0,0.0
"Újhartyán",002,"Újhartyán - 002",FIDESZ-KDNP,297,53.1305903398927,50.3616090997884,2.76898124010426,563,0,0.0
"Vasszécseny",001,"Vasszécseny - 001",FIDESZ-KDNP,178,55.1083591331269,52.3405043528883,2.76785478023868,326,9,2.6865671641791
"Vámospércs",003,"Vámospércs - 003",FIDESZ-KDNP,343,63.7546468401487,60.9878367719913,2.76681006815736,544,0,0.0
"Kőkút",001,"Kőkút - 001",FIDESZ-KDNP,91,80.5309734513274,77.7654867256637,2.76548672566372,117,0,0.0
Baja,002,"Baja - 002",FIDESZ-KDNP,435,51.6014234875445,48.837788243307,2.76363524423751,844,0,0.0
Szendehely,002,"Szendehely - 002",FIDESZ-KDNP,78,41.7112299465241,38.9508530685001,2.76037687802394,189,0,0.0
Szolnok,052,"Szolnok - 052",FIDESZ-KDNP,155,42.5824175824176,39.8220710661513,2.76034651626627,366,0,0.0
"Dunaújváros",018,"Dunaújváros - 018",FIDESZ-KDNP,223,39.8926654740608,37.1331949547494,2.75947051931144,561,0,0.0
"Nyírtelek",005,"Nyírtelek - 005",FIDESZ-KDNP,313,51.9071310116086,49.1477475330705,2.75938347853817,615,0,0.0
"Kiskunfélegyháza",019,"Kiskunfélegyháza - 019",FIDESZ-KDNP,108,58.3783783783784,55.6199403540016,2.75843802437674,188,0,0.0
"Prügy",002,"Prügy - 002",FIDESZ-KDNP,397,66.1666666666667,63.4112021857923,2.75546448087431,626,0,0.0
"Budapest XIII. kerület",066,"Budapest XIII. kerület - 066",FIDESZ-KDNP,240,34.0425531914894,31.2903254193305,2.75222777215884,708,0,0.0
"Budapest XIII. kerület",001,"Budapest XIII. kerület - 001",FIDESZ-KDNP,257,34.0397350993377,31.2903254193305,2.74940968000722,763,0,0.0
"Budapest XIII. kerület",061,"Budapest XIII. kerület - 061",FIDESZ-KDNP,241,34.0395480225989,31.2903254193305,2.74922260326835,714,0,0.0
"Budapest IX. kerület",028,"Budapest IX. kerület - 028",FIDESZ-KDNP,214,40.377358490566,37.6332935320301,2.74406495853594,531,0,0.0
"Orosháza",032,"Orosháza - 032",FIDESZ-KDNP,187,49.2105263157895,46.4674101018872,2.74311621390227,392,0,0.0
"Budapest XIX. kerület",031,"Budapest XIX. kerület - 031",FIDESZ-KDNP,280,40.0,37.2585724391263,2.7414275608737,706,0,0.0
"Csongrád",012,"Csongrád - 012",FIDESZ-KDNP,317,59.2523364485981,56.5131747937255,2.73916165487267,546,0,0.0
Keszthely,016,"Keszthely - 016",FIDESZ-KDNP,349,53.4456355283308,50.7065495591607,2.73908596917005,656,0,0.0
"Hajdúszoboszló",012,"Hajdúszoboszló - 012",FIDESZ-KDNP,237,52.317880794702,49.5824628219754,2.73541797272662,466,0,0.0
"Győr",074,"Győr - 074",FIDESZ-KDNP,371,51.9607843137255,49.2317990574674,2.7289852562581,716,0,0.0
"Kaposvár",051,"Kaposvár - 051",FIDESZ-KDNP,230,46.1847389558233,43.4576231121415,2.72711584368182,504,0,0.0
"Érd",006,"Érd - 006",FIDESZ-KDNP,416,46.7941507311586,44.0812046811832,2.71294604997536,895,0,0.0
"Szigetszentmiklós",008,"Szigetszentmiklós - 008",FIDESZ-KDNP,325,42.483660130719,39.7755409947818,2.70811913593717,767,0,0.0
"Ágasegyháza",001,"Ágasegyháza - 001",FIDESZ-KDNP,346,67.7103718199609,65.002726893587,2.70764492637387,516,13,2.45746691871456
"Budapest XIII. kerület",056,"Budapest XIII. kerület - 056",FIDESZ-KDNP,205,33.9966832504146,31.2903254193305,2.70635783108407,606,0,0.0
"Budapest XI. kerület",007,"Budapest XI. kerület - 007",FIDESZ-KDNP,257,42.8333333333333,40.1311278606996,2.70220547263375,604,0,0.0
"Budapest II. kerület",052,"Budapest II. kerület - 052",FIDESZ-KDNP,236,43.7037037037037,41.0033079897931,2.70039571391057,543,0,0.0
"Pécs",012,"Pécs - 012",FIDESZ-KDNP,205,41.1646586345382,38.4655803319637,2.69907830257446,511,0,0.0
