varos,sorszam,valasztokorzet,szavazat_tipus,ervenyes_szavazolapok,ervenytelen_szavazolapok,ervenytelen_arany
"Nemeskér",001,"Nemeskér - 001",J,132,7,5.03597122302158
"Nemeskér",001,"Nemeskér - 001",L,132,7,5.03597122302158
"Balmazújváros",007,"Balmazújváros - 007",J,566,30,5.03355704697987
"Balmazújváros",011,"Balmazújváros - 011",L,492,26,5.01930501930502
Eperjeske,001,"Eperjeske - 001",L,492,26,5.01930501930502
"Somogyviszló",001,"Somogyviszló - 001",J,114,6,5.0
"Ózd",029,"Ózd - 029",J,114,6,5.0
Taktaszada,001,"Taktaszada - 001",L,399,21,5.0
"Szegvár",007,"Szegvár - 007",L,38,2,5.0
Szerep,002,"Szerep - 002",J,38,2,5.0
"Jászladány",002,"Jászladány - 002",L,418,22,5.0
Kenderes,004,"Kenderes - 004",L,380,20,5.0
Kaposhomok,001,"Kaposhomok - 001",J,190,10,5.0
"Környe",004,"Környe - 004",L,553,29,4.98281786941581
Battonya,002,"Battonya - 002",L,382,20,4.97512437810945
Kunmadaras,002,"Kunmadaras - 002",L,287,15,4.96688741721854
Szentes,023,"Szentes - 023",L,499,26,4.95238095238095
Orci,001,"Orci - 001",L,288,15,4.95049504950495
"Hásságy",001,"Hásságy - 001",L,173,9,4.94505494505495
"Rásonysápberencs",001,"Rásonysápberencs - 001",J,250,13,4.94296577946768
"Oroszló",001,"Oroszló - 001",L,154,8,4.93827160493827
Nagykinizs,001,"Nagykinizs - 001",J,174,9,4.91803278688525
"Gyulaháza",001,"Gyulaháza - 001",L,466,24,4.89795918367347
"Budapest VII. kerület",010,"Budapest VII. kerület - 010",L,331,17,4.88505747126437
Putnok,006,"Putnok - 006",J,487,25,4.8828125
"Keléd",001,"Keléd - 001",J,39,2,4.8780487804878
"Keléd",001,"Keléd - 001",L,39,2,4.8780487804878
"Sándorfalva",007,"Sándorfalva - 007",L,527,27,4.87364620938628
"Veszprém",028,"Veszprém - 028",L,332,17,4.87106017191977
"Görgeteg",001,"Görgeteg - 001",L,236,12,4.83870967741935
"Kaposkeresztúr",001,"Kaposkeresztúr - 001",J,118,6,4.83870967741935
"Kömörő",001,"Kömörő - 001",J,315,16,4.83383685800604
"Nógrádmegyer",001,"Nógrádmegyer - 001",L,335,17,4.82954545454545
"Kisnyárád",001,"Kisnyárád - 001",J,79,4,4.81927710843374
"Kisnyárád",001,"Kisnyárád - 001",L,79,4,4.81927710843374
Berzence,001,"Berzence - 001",L,553,28,4.81927710843374
"Zengővárkony",001,"Zengővárkony - 001",L,257,13,4.81481481481481
"Gyöngyös",005,"Gyöngyös - 005",L,574,29,4.80928689883914
Pusztaederics,001,"Pusztaederics - 001",L,99,5,4.80769230769231
"Hajdúszoboszló",017,"Hajdúszoboszló - 017",J,575,29,4.80132450331126
"Prügy",002,"Prügy - 002",J,595,30,4.8
"Tiszakarád",001,"Tiszakarád - 001",L,357,18,4.8
"Átány",001,"Átány - 001",L,517,26,4.78821362799263
"Budapest X. kerület",003,"Budapest X. kerület - 003",L,280,14,4.76190476190476
"Budapest XV. kerület",059,"Budapest XV. kerület - 059",L,540,27,4.76190476190476
"Bürüs",001,"Bürüs - 001",L,40,2,4.76190476190476
"Dunaszekcső",001,"Dunaszekcső - 001",L,420,21,4.76190476190476
"Mohács",020,"Mohács - 020",L,60,3,4.76190476190476
"Nagymágocs",005,"Nagymágocs - 005",L,80,4,4.76190476190476
"Keménfa",001,"Keménfa - 001",J,40,2,4.76190476190476
"Baktakék",001,"Baktakék - 001",L,321,16,4.74777448071217
Kisszekeres,001,"Kisszekeres - 001",L,281,14,4.74576271186441
"Törökszentmiklós",003,"Törökszentmiklós - 003",J,764,38,4.73815461346633
"Nagybárkány",001,"Nagybárkány - 001",L,342,17,4.73537604456824
"Füzérradvány",001,"Füzérradvány - 001",L,141,7,4.72972972972973
Kisbajom,001,"Kisbajom - 001",L,141,7,4.72972972972973
"Budapest XVIII. kerület",017,"Budapest XVIII. kerület - 017",L,646,32,4.71976401179941
Kisherend,001,"Kisherend - 001",L,101,5,4.71698113207547
"Felsőregmec",001,"Felsőregmec - 001",J,101,5,4.71698113207547
"Mórahalom",007,"Mórahalom - 007",J,162,8,4.70588235294118
Detek,001,"Detek - 001",J,142,7,4.69798657718121
Rudolftelep,001,"Rudolftelep - 001",L,284,14,4.69798657718121
"Szendrő",002,"Szendrő - 002",J,406,20,4.69483568075117
"Sándorfalva",007,"Sándorfalva - 007",J,528,26,4.69314079422383
"Bódvaszilas",001,"Bódvaszilas - 001",L,569,28,4.69011725293132
"Ivánbattyán",001,"Ivánbattyán - 001",L,61,3,4.6875
"Győröcske",001,"Győröcske - 001",L,61,3,4.6875
Tyukod,001,"Tyukod - 001",J,285,14,4.68227424749164
"Kásád",001,"Kásád - 001",L,163,8,4.67836257309941
"Szegerdő",001,"Szegerdő - 001",J,102,5,4.67289719626168
"Nagyhódos",001,"Nagyhódos - 001",J,82,4,4.65116279069767
"Gyűrűs",001,"Gyűrűs - 001",L,41,2,4.65116279069767
"Perbál",001,"Perbál - 001",L,555,27,4.63917525773196
"Kákics",001,"Kákics - 001",L,103,5,4.62962962962963
"Sajónémeti",001,"Sajónémeti - 001",L,206,10,4.62962962962963
"Nyírgelse",002,"Nyírgelse - 002",J,103,5,4.62962962962963
"Csurgó",003,"Csurgó - 003",J,474,23,4.62776659959759
Hegymagas,001,"Hegymagas - 001",J,165,8,4.6242774566474
"Budapest XIX. kerület",048,"Budapest XIX. kerület - 048",L,949,46,4.62311557788945
"Kiscsősz",001,"Kiscsősz - 001",J,62,3,4.61538461538462
"Budapest IV. kerület",052,"Budapest IV. kerület - 052",L,683,33,4.60893854748603
"Kővágószőlős",002,"Kővágószőlős - 002",J,228,11,4.60251046025105
"Tiszafüred",002,"Tiszafüred - 002",L,726,35,4.59921156373193
"Györgytarló",001,"Györgytarló - 001",J,249,12,4.59770114942529
"Kovácsvágás",001,"Kovácsvágás - 001",J,208,10,4.58715596330275
Nagypeterd,001,"Nagypeterd - 001",L,354,17,4.5822102425876
Gordisa,001,"Gordisa - 001",J,125,6,4.58015267175572
"Cibakháza",002,"Cibakháza - 002",L,521,25,4.57875457875458
Sumony,001,"Sumony - 001",J,146,7,4.57516339869281
"Szentegát",001,"Szentegát - 001",J,167,8,4.57142857142857
"Salgótarján",036,"Salgótarján - 036",L,355,17,4.56989247311828
Biharkeresztes,004,"Biharkeresztes - 004",L,419,20,4.55580865603645
"Himesháza",001,"Himesháza - 001",L,231,11,4.54545454545455
"Vokány",001,"Vokány - 001",L,399,19,4.54545454545455
"Abaújalpár",001,"Abaújalpár - 001",J,42,2,4.54545454545455
"Abaújalpár",001,"Abaújalpár - 001",L,42,2,4.54545454545455
"Őrtilos",002,"Őrtilos - 002",L,189,9,4.54545454545455
"Pécs",149,"Pécs - 149",L,358,17,4.53333333333333
"Zimány",001,"Zimány - 001",L,274,13,4.52961672473868
"Békéscsaba",048,"Békéscsaba - 048",L,654,31,4.52554744525547
"Vecsés",011,"Vecsés - 011",L,422,20,4.52488687782805
Tarnalelesz,001,"Tarnalelesz - 001",L,444,21,4.51612903225806
Szentdomonkos,001,"Szentdomonkos - 001",J,233,11,4.50819672131148
"Sátoraljaújhely",006,"Sátoraljaújhely - 006",L,339,16,4.50704225352113
"Halásztelek",007,"Halásztelek - 007",L,764,36,4.5
"Nyírmada",001,"Nyírmada - 001",L,467,22,4.49897750511247
"Kaposvár",018,"Kaposvár - 018",J,510,24,4.49438202247191
"Kispalád",001,"Kispalád - 001",L,340,16,4.49438202247191
"Nyírkáta",001,"Nyírkáta - 001",J,468,22,4.48979591836735
Bodony,001,"Bodony - 001",L,383,18,4.48877805486284
"Nagymágocs",004,"Nagymágocs - 004",L,298,14,4.48717948717949
"Tatabánya",053,"Tatabánya - 053",J,895,42,4.48239060832444
Hatvan,003,"Hatvan - 003",L,704,33,4.47761194029851
"Nyírlövő",001,"Nyírlövő - 001",L,384,18,4.47761194029851
Muraszemenye,002,"Muraszemenye - 002",J,64,3,4.47761194029851
Muraszemenye,002,"Muraszemenye - 002",L,64,3,4.47761194029851
"Cigánd",001,"Cigánd - 001",J,363,17,4.47368421052632
"Forró",002,"Forró - 002",J,663,31,4.46685878962536
Kazincbarcika,014,"Kazincbarcika - 014",J,385,18,4.46650124069479
"Pusztacsó",001,"Pusztacsó - 001",J,107,5,4.46428571428571
"Nagykáta",008,"Nagykáta - 008",J,600,28,4.45859872611465
Bicske,005,"Bicske - 005",L,751,35,4.4529262086514
Kimle,003,"Kimle - 003",L,129,6,4.44444444444444
"Tamási",001,"Tamási - 001",L,129,6,4.44444444444444
Porcsalma,003,"Porcsalma - 003",L,345,16,4.43213296398892
Eperjeske,001,"Eperjeske - 001",J,496,23,4.43159922928709
"Nyírvasvári",002,"Nyírvasvári - 002",L,496,23,4.43159922928709
Zalkod,001,"Zalkod - 001",J,108,5,4.42477876106195
"Siklósbodony",001,"Siklósbodony - 001",J,65,3,4.41176470588235
"Siklósbodony",001,"Siklósbodony - 001",L,65,3,4.41176470588235
"Lácacséke",001,"Lácacséke - 001",L,65,3,4.41176470588235
"Püspökladány",002,"Püspökladány - 002",J,455,21,4.41176470588235
"Nyírtelek",001,"Nyírtelek - 001",L,542,25,4.40917107583774
Szamosszeg,002,"Szamosszeg - 002",J,499,23,4.40613026819923
Farkaslyuk,002,"Farkaslyuk - 002",J,152,7,4.40251572327044
Szolnok,048,"Szolnok - 048",L,391,18,4.40097799511002
"Tiszagyulaháza",001,"Tiszagyulaháza - 001",J,326,15,4.39882697947214
"Salgótarján",014,"Salgótarján - 014",J,435,20,4.3956043956044
Tengelic,003,"Tengelic - 003",J,87,4,4.3956043956044
"Körmend",008,"Körmend - 008",L,240,11,4.38247011952191
Tiszakeszi,003,"Tiszakeszi - 003",J,415,19,4.3778801843318
"Budapest XXI. kerület",070,"Budapest XXI. kerület - 070",J,439,20,4.35729847494553
Pilis,001,"Pilis - 001",J,571,26,4.35510887772194
Csepreg,001,"Csepreg - 001",L,637,29,4.35435435435435
"Bakóca",001,"Bakóca - 001",L,110,5,4.34782608695652
"Kisbudmér",001,"Kisbudmér - 001",J,44,2,4.34782608695652
"Kisbudmér",001,"Kisbudmér - 001",L,44,2,4.34782608695652
"Kisszentmárton",001,"Kisszentmárton - 001",L,88,4,4.34782608695652
"Medgyesbodzás",002,"Medgyesbodzás - 002",J,176,8,4.34782608695652
"Kisköre",003,"Kisköre - 003",J,440,20,4.34782608695652
Encsencs,002,"Encsencs - 002",L,440,20,4.34782608695652
"Gyügye",001,"Gyügye - 001",J,154,7,4.34782608695652
Lendvajakabfa,001,"Lendvajakabfa - 001",J,22,1,4.34782608695652
Lendvajakabfa,001,"Lendvajakabfa - 001",L,22,1,4.34782608695652
"Pusztaapáti",001,"Pusztaapáti - 001",L,22,1,4.34782608695652
"Vámospércs",002,"Vámospércs - 002",J,529,24,4.33996383363472
"Perkáta",002,"Perkáta - 002",J,441,20,4.33839479392625
Babarc,001,"Babarc - 001",L,353,16,4.3360433604336
"Csárdaszállás",001,"Csárdaszállás - 001",J,221,10,4.32900432900433
"Révleányvár",001,"Révleányvár - 001",J,221,10,4.32900432900433
"Kóspallag",001,"Kóspallag - 001",L,376,17,4.32569974554707
Pakod,001,"Pakod - 001",L,376,17,4.32569974554707
"Vértesboglár",001,"Vértesboglár - 001",L,531,24,4.32432432432432
Tarcal,001,"Tarcal - 001",L,732,33,4.31372549019608
"Máriapócs",002,"Máriapócs - 002",L,511,23,4.30711610486891
"Bátonyterenye",014,"Bátonyterenye - 014",L,289,13,4.3046357615894
"Bánréve",001,"Bánréve - 001",L,558,25,4.28816466552316
Demecser,003,"Demecser - 003",J,558,25,4.28816466552316
"Nagyigmánd",004,"Nagyigmánd - 004",J,67,3,4.28571428571429
"Beregsurány",001,"Beregsurány - 001",J,447,20,4.28265524625268
"Beregsurány",001,"Beregsurány - 001",L,447,20,4.28265524625268
"Bélmegyer",001,"Bélmegyer - 001",J,537,24,4.27807486631016
Tardona,001,"Tardona - 001",J,537,24,4.27807486631016
"Hajdúhadház",004,"Hajdúhadház - 004",J,582,26,4.27631578947368
"Pécs",022,"Pécs - 022",L,785,35,4.26829268292683
"Mogyoróska",001,"Mogyoróska - 001",L,45,2,4.25531914893617
"Nagylóc",003,"Nagylóc - 003",J,45,2,4.25531914893617
"Somogyaszaló",002,"Somogyaszaló - 002",J,90,4,4.25531914893617
"Újvárfalva",001,"Újvárfalva - 001",L,45,2,4.25531914893617
"Nyírbéltek",003,"Nyírbéltek - 003",J,405,18,4.25531914893617
Putnok,002,"Putnok - 002",L,316,14,4.24242424242424
Gige,001,"Gige - 001",J,158,7,4.24242424242424
"Tiszaföldvár",001,"Tiszaföldvár - 001",L,565,25,4.23728813559322
"Kázsmárk",001,"Kázsmárk - 001",J,407,18,4.23529411764706
"Budapest XV. kerület",059,"Budapest XV. kerület - 059",J,543,24,4.23280423280423
"Nyírtelek",001,"Nyírtelek - 001",J,543,24,4.23280423280423
"Szilágy",001,"Szilágy - 001",L,136,6,4.22535211267606
"Fenyőfő",001,"Fenyőfő - 001",J,68,3,4.22535211267606
Uszka,001,"Uszka - 001",L,227,10,4.21940928270042
Heves,003,"Heves - 003",L,706,31,4.20624151967436
"Vajszló",002,"Vajszló - 002",L,433,19,4.20353982300885
"Pétfürdő",001,"Pétfürdő - 001",J,342,15,4.20168067226891
Cserdi,001,"Cserdi - 001",J,137,6,4.1958041958042
"Vámospércs",005,"Vámospércs - 005",J,571,25,4.19463087248322
"Bököny",004,"Bököny - 004",L,320,14,4.19161676646707
Tengelic,002,"Tengelic - 002",J,160,7,4.19161676646707
"Vásárosmiske",001,"Vásárosmiske - 001",J,206,9,4.18604651162791
"Zimány",001,"Zimány - 001",J,275,12,4.18118466898955
"Harkány",003,"Harkány - 003",L,619,27,4.17956656346749
"Hajdúböszörmény",010,"Hajdúböszörmény - 010",L,711,31,4.17789757412399
"Salgótarján",014,"Salgótarján - 014",L,436,19,4.17582417582418
"Drávaszabolcs",001,"Drávaszabolcs - 001",L,322,14,4.16666666666667
"Ózd",025,"Ózd - 025",J,299,13,4.16666666666667
Putnok,005,"Putnok - 005",J,322,14,4.16666666666667
"Kazár",001,"Kazár - 001",L,345,15,4.16666666666667
"Drávatamási",001,"Drávatamási - 001",L,115,5,4.16666666666667
Laskod,001,"Laskod - 001",J,529,23,4.16666666666667
"Kiszsidány",001,"Kiszsidány - 001",J,46,2,4.16666666666667
"Velemér",001,"Velemér - 001",L,46,2,4.16666666666667
Szentendre,002,"Szentendre - 002",L,668,29,4.16068866571019
"Tiszalúc",001,"Tiszalúc - 001",L,392,17,4.15647921760391
"Salgótarján",032,"Salgótarján - 032",L,346,15,4.15512465373961
"Prügy",002,"Prügy - 002",L,600,26,4.15335463258786
"Orosháza",019,"Orosháza - 019",J,508,22,4.15094339622642
"Sárospatak",014,"Sárospatak - 014",J,370,16,4.14507772020725
"Négyes",001,"Négyes - 001",L,162,7,4.14201183431953
"Mezőkovácsháza",002,"Mezőkovácsháza - 002",L,625,27,4.14110429447853
"Nagykáta",008,"Nagykáta - 008",L,602,26,4.14012738853503
Belecska,001,"Belecska - 001",L,139,6,4.13793103448276
"Tápiószentmárton",001,"Tápiószentmárton - 001",L,649,28,4.13589364844904
"Vác",011,"Vác - 011",L,626,27,4.13476263399694
Rohod,001,"Rohod - 001",J,673,29,4.13105413105413
"Somogyhárságy",002,"Somogyhárságy - 002",L,93,4,4.12371134020619
"Pécs",038,"Pécs - 038",L,629,27,4.11585365853659
Somogyaracs,001,"Somogyaracs - 001",J,70,3,4.10958904109589
"Méhtelek",001,"Méhtelek - 001",L,350,15,4.10958904109589
"Edelény",001,"Edelény - 001",J,607,26,4.10742496050553
Martonyi,001,"Martonyi - 001",L,187,8,4.1025641025641
"Hollád",001,"Hollád - 001",L,117,5,4.0983606557377
"Ibrány",004,"Ibrány - 004",L,562,24,4.09556313993174
"Budapest X. kerület",030,"Budapest X. kerület - 030",J,445,19,4.0948275862069
Miskolc,090,"Miskolc - 090",J,328,14,4.09356725146199
"Őr",001,"Őr - 001",L,375,16,4.0920716112532
"Létavértes",006,"Létavértes - 006",J,399,17,4.08653846153846
Isaszeg,007,"Isaszeg - 007",L,634,27,4.08472012102874
"Alsószenterzsébet",001,"Alsószenterzsébet - 001",J,47,2,4.08163265306122
"Fehérgyarmat",002,"Fehérgyarmat - 002",L,659,28,4.07569141193595
"Nagykorpád",001,"Nagykorpád - 001",L,259,11,4.07407407407407
Miskolc,010,"Miskolc - 010",L,495,21,4.06976744186047
Feked,001,"Feked - 001",J,118,5,4.0650406504065
"Dúzs",001,"Dúzs - 001",L,118,5,4.0650406504065
"Várpalota",003,"Várpalota - 003",L,520,22,4.0590405904059
Szentes,007,"Szentes - 007",L,686,29,4.05594405594406
Szeremle,001,"Szeremle - 001",J,355,15,4.05405405405405
"Hernádkak",001,"Hernádkak - 001",J,71,3,4.05405405405405
"Hernádkak",001,"Hernádkak - 001",L,71,3,4.05405405405405
Soltvadkert,005,"Soltvadkert - 005",L,521,22,4.05156537753223
Telki,003,"Telki - 003",L,521,22,4.05156537753223
"Kozármisleny",002,"Kozármisleny - 002",L,593,25,4.0453074433657
"Csabacsűd",002,"Csabacsűd - 002",L,427,18,4.04494382022472
"Medgyesegyháza",001,"Medgyesegyháza - 001",L,618,26,4.03726708074534
Medina,001,"Medina - 001",J,333,14,4.03458213256484
"Salgótarján",036,"Salgótarján - 036",J,357,15,4.03225806451613
"Kaposkeresztúr",001,"Kaposkeresztúr - 001",L,119,5,4.03225806451613
"Túrkeve",008,"Túrkeve - 008",J,381,16,4.03022670025189
"Budapest XIV. kerület",019,"Budapest XIV. kerület - 019",J,882,37,4.02611534276387
Magyarlukafa,001,"Magyarlukafa - 001",J,48,2,4.0
Magyarlukafa,001,"Magyarlukafa - 001",L,48,2,4.0
"Békéscsaba",016,"Békéscsaba - 016",J,480,20,4.0
"Tótkomlós",006,"Tótkomlós - 006",L,312,13,4.0
"Tiszapüspöki",002,"Tiszapüspöki - 002",L,408,17,4.0
"Galgahévíz",003,"Galgahévíz - 003",J,432,18,4.0
Somogyacsa,001,"Somogyacsa - 001",J,72,3,4.0
"Szentgotthárd",013,"Szentgotthárd - 013",J,48,2,4.0
Bodony,001,"Bodony - 001",J,385,16,3.99002493765586
"Tiszaszőlős",001,"Tiszaszőlős - 001",J,385,16,3.99002493765586
"Komádi",002,"Komádi - 002",L,361,15,3.98936170212766
Ecseg,001,"Ecseg - 001",L,554,23,3.98613518197574
"Bolhás",001,"Bolhás - 001",L,241,10,3.98406374501992
"Jákfalva",001,"Jákfalva - 001",L,193,8,3.98009950248756
"Sóshartyán",001,"Sóshartyán - 001",L,362,15,3.97877984084881
Laskod,001,"Laskod - 001",L,531,22,3.97830018083183
"Hajdúhadház",001,"Hajdúhadház - 001",J,483,20,3.97614314115308
"Dombóvár",020,"Dombóvár - 020",L,314,13,3.97553516819572
"Hajdúszoboszló",017,"Hajdúszoboszló - 017",L,580,24,3.97350993377483
"Bátonyterenye",014,"Bátonyterenye - 014",J,290,12,3.97350993377483
Endrefalva,001,"Endrefalva - 001",L,460,19,3.96659707724426
"Bátaszék",005,"Bátaszék - 005",J,678,28,3.96600566572238
"Rábcakapi",001,"Rábcakapi - 001",L,97,4,3.96039603960396
"Hajdúsámson",004,"Hajdúsámson - 004",L,753,31,3.95408163265306
Hugyag,001,"Hugyag - 001",L,389,16,3.95061728395062
"Újszilvás",002,"Újszilvás - 002",J,462,19,3.95010395010395
"Lábod",001,"Lábod - 001",J,462,19,3.95010395010395
"Borgáta",001,"Borgáta - 001",L,73,3,3.94736842105263
"Monoszló",001,"Monoszló - 001",L,73,3,3.94736842105263
"Héhalom",001,"Héhalom - 001",L,487,20,3.94477317554241
"Jászfelsőszentgyörgy",002,"Jászfelsőszentgyörgy - 002",L,414,17,3.94431554524362
"Sátoraljaújhely",006,"Sátoraljaújhely - 006",J,341,14,3.94366197183099
"Homokmégy",002,"Homokmégy - 002",J,122,5,3.93700787401575
Heresznye,001,"Heresznye - 001",L,122,5,3.93700787401575
"Őcsény",001,"Őcsény - 001",J,537,22,3.93559928443649
"Békés",016,"Békés - 016",J,464,19,3.93374741200828
"Füzérkomlós",001,"Füzérkomlós - 001",J,171,7,3.93258426966292
Hedrehely,001,"Hedrehely - 001",J,171,7,3.93258426966292
Debrecen,084,"Debrecen - 084",J,783,32,3.92638036809816
Tardona,001,"Tardona - 001",L,539,22,3.92156862745098
"Püspökladány",013,"Püspökladány - 013",J,539,22,3.92156862745098
"Szamossályi",001,"Szamossályi - 001",L,343,14,3.92156862745098
"Felsőmarác",001,"Felsőmarác - 001",J,147,6,3.92156862745098
"Acsád",001,"Acsád - 001",L,319,13,3.91566265060241
"Törökszentmiklós",012,"Törökszentmiklós - 012",L,393,16,3.9119804400978
Zalakaros,001,"Zalakaros - 001",L,565,23,3.91156462585034
Hedrehely,001,"Hedrehely - 001",L,172,7,3.91061452513966
Kistelek,003,"Kistelek - 003",J,639,26,3.90977443609023
Kevermes,001,"Kevermes - 001",J,418,17,3.90804597701149
"Semjén",001,"Semjén - 001",L,123,5,3.90625
"Taktakenéz",001,"Taktakenéz - 001",J,492,20,3.90625
Tivadar,001,"Tivadar - 001",J,123,5,3.90625
"Gyöngyös",002,"Gyöngyös - 002",L,838,34,3.89908256880734
"Nagyiván",001,"Nagyiván - 001",L,567,23,3.89830508474576
"Nagycsány",001,"Nagycsány - 001",J,74,3,3.8961038961039
"Kőkút",002,"Kőkút - 002",J,74,3,3.8961038961039
"Újpetre",001,"Újpetre - 001",L,469,19,3.89344262295082
Tisztaberek,001,"Tisztaberek - 001",J,321,13,3.89221556886228
"Fábiánsebestyén",003,"Fábiánsebestyén - 003",J,346,14,3.88888888888889
"Hodász",003,"Hodász - 003",L,371,15,3.8860103626943
"Hegyszentmárton",001,"Hegyszentmárton - 001",J,198,8,3.88349514563107
"Pócsa",001,"Pócsa - 001",J,99,4,3.88349514563107
"Budapest XXI. kerület",062,"Budapest XXI. kerület - 062",J,520,21,3.88170055452865
"Iharosberény",001,"Iharosberény - 001",J,520,21,3.88170055452865
"Tormás",001,"Tormás - 001",L,124,5,3.87596899224806
"Hajdúhadház",007,"Hajdúhadház - 007",L,769,31,3.875
Szenna,001,"Szenna - 001",L,397,16,3.87409200968523
Barcs,010,"Barcs - 010",J,174,7,3.86740331491713
"Babócsa",002,"Babócsa - 002",L,274,11,3.85964912280702
Pilis,001,"Pilis - 001",L,573,23,3.85906040268456
"Kál",002,"Kál - 002",L,449,18,3.85438972162741
"Baranyahídvég",001,"Baranyahídvég - 001",J,100,4,3.84615384615385
Somogyhatvan,001,"Somogyhatvan - 001",J,150,6,3.84615384615385
Szentkatalin,001,"Szentkatalin - 001",J,50,2,3.84615384615385
"Tékes",001,"Tékes - 001",J,100,4,3.84615384615385
"Tékes",001,"Tékes - 001",L,100,4,3.84615384615385
"Hernádbűd",001,"Hernádbűd - 001",L,75,3,3.84615384615385
"Hernádcéce",001,"Hernádcéce - 001",J,100,4,3.84615384615385
"Vecsés",011,"Vecsés - 011",J,425,17,3.84615384615385
"Börzönce",001,"Börzönce - 001",L,25,1,3.84615384615385
"Hernyék",001,"Hernyék - 001",J,50,2,3.84615384615385
"Tápióság",002,"Tápióság - 002",L,526,21,3.83912248628885
Kalocsa,005,"Kalocsa - 005",L,501,20,3.83877159309021
"Őr",001,"Őr - 001",J,376,15,3.83631713554987
Ruzsa,002,"Ruzsa - 002",L,628,25,3.82848392036753
Nagykinizs,001,"Nagykinizs - 001",L,176,7,3.82513661202186
"Győr",051,"Győr - 051",L,604,24,3.82165605095541
